code,name,cname,category,price,diff,chg,preclose,open,high,low,amplitude,volume,mktcap,pe,market,category_id
SBGI,"Sinclair Broadcast Group, Inc.","Sinclair Broadcast Group, Inc.",媒体,32.04,-1.3,-3.9,33.34,33.47,33.64,31.54,6.30%,1648923,2948367877,14.83333317,NASDAQ,79.0
NAD,Nuveen Quality Municipal Income Fund,NAD股息市政基金,股权,14.55,-0.05,-0.34,14.6,14.62,14.63,14.53,0.68%,699443,2940153829,-207.8571447,NYSE,145.0
GGAL,Grupo Financiero Galicia SA,加利西亚金融,银行,16.41,0.18,1.11,16.23,16.35,16.76,16.13,3.88%,2010894,2937714648,2.7719594,NASDAQ,61.0
ISBC,"Investors Bancorp, Inc. (New Jersey)",投资者银行,"储蓄及贷款
",11.91,0.0,0.0,11.91,11.95,11.97,11.77,1.68%,1070550,2935811127,17.52205858,NASDAQ,242.0
CC,The Chemours Co.,The Chemours Co.,,18.11,0.02,0.11,18.09,18.43,18.43,17.58,4.70%,2298785,2932390115,7.42213122,NYSE,
ESI,"Element Solutions, Inc.",ITT教育服务,,11.7,0.02,0.17,11.68,11.8,11.84,11.55,2.48%,1468192,2931581153,64.99999636,NYSE,723.0
BLDR,"Builders FirstSource, Inc.","Builders FirstSource, Inc.",建筑材料,25.41,0.0,0.0,25.41,25.59,25.65,25.07,2.28%,1151452,2924200487,12.64179103,NASDAQ,86.0
NG,"NovaGold Resources, Inc.",诺华黄金资源公司,,8.84,-0.12,-1.34,8.96,9.0,9.05,8.75,3.35%,2309671,2918153853,-110.50000438,NYSE,717.0
TFI,SPDR Nuveen Barclays Municipal Bond ETF,SPDR 纽文彭博巴克莱市政债 ETF,股权,50.68,0.1,0.2,50.58,50.62,50.74,50.62,0.23%,807977,2902958207,,NYSE,145.0
TDS,"Telephone & Data Systems, Inc.",美国电话数据系统公司,,25.28,-0.15,-0.59,25.43,25.53,25.53,24.75,3.07%,741767,2892804285,22.7747751,NYSE,697.0
FULT,Fulton Financial Corp.,富尔顿金融,银行,17.54,0.11,0.63,17.43,17.49,17.56,17.28,1.61%,1078170,2869673200,12.5285723,NASDAQ,61.0
RRR,"Red Rock Resorts, Inc.","Red Rock Resorts, Inc.",,24.48,0.53,2.21,23.95,24.27,24.5,23.87,2.63%,653805,2861364211,2448.00000894,NYSE,726.0
KAR,"KAR Auction Services, Inc.",KAR车行,,22.39,0.6,2.75,21.79,21.94,22.4,21.8,2.75%,2201472,2860692304,12.64971731,NYSE,723.0
NS,NuStar Energy LP,纽星能源,,26.55,0.7,2.71,25.85,25.95,26.64,25.87,3.00%,626110,2855768811,-8.82059778,NYSE,710.0
DOYU,DouYu International Holdings Ltd.,斗鱼直播,,8.85,0.38,4.49,8.47,8.5,8.87,8.4,5.55%,2560071,2843703511,-177.00000499,NASDAQ,
CROX,"Crocs, Inc.",卡骆驰,,41.75,-0.14,-0.33,41.89,42.23,42.23,41.26,2.32%,1024372,2835544009,-134.67741832,NASDAQ,686.0
TCBI,"Texas Capital Bancshares, Inc.","Texas Capital Bancshares, Inc.",银行,56.2,-0.57,-1.0,56.77,57.16,57.16,55.71,2.55%,702223,2790549086,9.07915997,NASDAQ,61.0
ARI,"Apollo Commercial Real Estate Finance, Inc.",阿波罗商业房地产金融公司,房地产信托投资基金,18.26,-0.03,-0.16,18.29,18.29,18.3,18.14,0.87%,961087,2790534858,13.72932304,NYSE,227.0
RPAI,"Retail Properties of America, Inc.","Retail Properties of America, Inc.",,13.02,-0.38,-2.84,13.4,13.42,13.45,12.97,3.58%,1372799,2786061205,100.15385335,NYSE,729.0
SAVE,"Spirit Airlines, Inc.","Spirit Airlines, Inc.",,40.65,0.34,0.84,40.31,40.7,40.93,40.1,2.06%,1026311,2769422363,8.03359723,NASDAQ,673.0
GO,Grocery Outlet Holding Corp.,Grocery Outlet,,31.99,-0.46,-1.42,32.45,32.55,32.7,31.41,3.98%,1563565,2759655985,-1599.50002431,NASDAQ,
STAY,"Extended Stay America, Inc.","Extended Stay America, Inc.",,14.95,0.09,0.61,14.86,14.91,15.03,14.88,1.01%,2141119,2742285090,36.46341449,NYSE,
PDM,"Piedmont Office Realty Trust, Inc.","Piedmont Office Realty Trust, Inc.",,22.05,-0.19,-0.85,22.24,22.37,22.44,21.82,2.81%,1064480,2741699453,24.77528044,NYSE,729.0
MGP,MGM Growth Properties LLC,MGM Growth Properties LLC,,30.34,-0.63,-2.03,30.97,30.97,30.97,30.08,2.87%,824894,2740522061,30.95918323,NYSE,
BDN,Brandywine Realty Trust,布兰迪维因不动产信托,,15.54,-0.21,-1.33,15.75,15.8,15.8,15.47,2.06%,3386291,2738951522,19.9230776,NYSE,729.0
CNO,"CNO Financial Group, Inc.",康塞科,保险,18.23,0.1,0.55,18.13,18.24,18.3,17.95,1.93%,1301555,2734122605,18.22999954,NYSE,25.0
URBN,"Urban Outfitters, Inc.",都市服饰,零售,27.83,0.06,0.22,27.77,28.08,28.09,27.31,2.81%,2118934,2733510637,12.10000022,NASDAQ,52.0
GSY,Invesco Ultra Short Duration ETF,景顺 超短期国债 ETF,股权,50.37,-0.01,-0.02,50.38,50.37,50.38,50.37,0.02%,903957,2725824726,31.87974529,NYSE,145.0
AMCX,"AMC Networks, Inc.",AMC网络公司,媒体内容,39.15,-0.35,-0.89,39.5,39.64,39.78,38.39,3.52%,710725,2725641054,4.79192181,NASDAQ,702.0
COMM,"CommScope Holding Co., Inc.","CommScope Holding Co., Inc.",计算机硬件,14.06,-0.13,-0.92,14.19,14.45,14.49,13.98,3.59%,2218767,2720331082,-4.98581587,NASDAQ,681.0
OLN,Olin Corp.,欧林,化学制品,17.09,-0.16,-0.93,17.25,17.36,17.48,17.04,2.55%,1482182,2718496817,23.4109585,NYSE,88.0
RODM,Hartford Multifactor Developed Markets (ex-US) ETF,Hartford Multifactor Developed Markets (ex-US) ETF,,29.51,0.14,0.48,29.37,29.45,29.55,29.39,0.54%,1358139,2714360345,,AMEX,
EURN,Euronav NV,Euronav NV,,12.83,0.29,2.31,12.54,12.65,12.85,12.6,1.99%,1765769,2706526743,-67.52631624,NYSE,
BIOS,"Option Care Health, Inc.",拜尔斯普保健,制药,3.81,0.08,2.14,3.73,3.8,3.82,3.72,2.68%,757512,2682226292,-8.28260842,NASDAQ,10.0
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,环球,8.87,0.09,1.03,8.78,8.76,8.89,8.76,1.48%,876678,2681185554,,NYSE,173.0
LX,Lexinfintech Holdings Ltd.,乐信集团,,15.2,1.31,9.43,13.89,14.0,15.3,14.0,9.37%,2774282,2678640035,8.83720904,NASDAQ,
SMPL,The Simply Good Foods Co.,The Simply Good Foods Co.,"储蓄及贷款
",27.86,-0.68,-2.38,28.54,28.57,28.57,27.82,2.63%,845470,2669762188,47.22034212,NASDAQ,242.0
LXP,Lexington Realty Trust,莱星顿置业信托,,10.55,-0.07,-0.66,10.62,10.63,10.65,10.39,2.40%,2070953,2669005552,11.59340647,NYSE,729.0
FLR,Fluor Corp.,福陆公司,工程建设,19.16,0.28,1.48,18.88,18.96,19.17,18.72,2.38%,1746259,2668211935,-2.05800204,NYSE,117.0
TRN,"Trinity Industries, Inc.","Trinity Industries, Inc.",,22.14,-0.01,-0.05,22.15,22.35,22.39,21.84,2.48%,1198784,2661379631,20.12727174,NYSE,753.0
DXJ,WisdomTree Japan Hedged Equity Fund,日本股利指数ETF-WisdomTree,股权,54.31,0.53,0.99,53.78,54.39,54.47,54.02,0.83%,776498,2651987565,,NYSE,145.0
DAN,"Dana, Inc.",达纳,汽车部件与设备,18.53,0.33,1.81,18.2,18.47,18.54,18.21,1.81%,949460,2645378341,11.09580908,NYSE,84.0
CMC,Commercial Metals Co.,美国工商五金公司,钢铁,22.35,0.08,0.36,22.27,22.7,22.7,22.17,2.38%,1901160,2642335532,13.30357207,NYSE,46.0
SUM,"Summit Materials, Inc.","Summit Materials, Inc.",,23.91,0.01,0.04,23.9,24.09,24.2,23.45,3.14%,656076,2639702661,597.75000955,NYSE,
HALO,"Halozyme Therapeutics, Inc.",奥洛兹美医疗,生物技术和制药,18.1,0.37,2.09,17.73,17.83,18.11,17.63,2.71%,1361026,2636254602,-67.03703579,NASDAQ,700.0
EQT,EQT Corp.,EQT能源 公平能源,,10.36,-0.54,-4.95,10.9,10.97,11.05,10.27,7.20%,9285377,2635679530,-3.88014957,NYSE,710.0
BILL,"Bill.com Holdings, Inc.","Bill.com Holdings, Inc.",,38.7,0.65,1.71,38.05,38.36,38.7,36.82,4.94%,851773,2633795881,-483.75002035,NYSE,
HAIN,"Hain Celestial Group, Inc.",海恩时富,,25.2,-0.76,-2.91,25.95,26.1,26.17,24.86,5.05%,658462,2622940403,-11.15044286,NASDAQ,761.0
PEGI,"Pattern Energy Group, Inc.","Pattern Energy Group, Inc.",,26.72,-0.04,-0.13,26.75,26.75,26.79,26.67,0.45%,1503813,2621049630,-25.94174763,NASDAQ,766.0
SITC,SITE Centers Corp.,SITE Centers Corp.,,13.4,-0.62,-4.42,14.02,14.07,14.07,13.3,5.49%,1074503,2589221561,63.80952399,NYSE,
LSCC,Lattice Semiconductor Corp.,莱迪思半导体,半导体,19.43,0.29,1.52,19.14,19.46,20.0,19.23,4.02%,982982,2589021764,114.29411824,NASDAQ,12.0
GEL,Genesis Energy LP,Genesis Energy LP,管道,21.15,0.67,3.27,20.48,20.5,21.19,20.5,3.37%,633228,2588868583,-105.74999652,NYSE,112.0
ATI,"Allegheny Technologies, Inc.",阿利根尼技术公司,,20.6,-0.06,-0.29,20.66,20.9,20.91,20.06,4.11%,1496942,2570872930,10.67357562,NYSE,747.0
EMLP,First Trust North American Energy Infrastructure Fund,First Trust North American Energy Infrastructure Fund,股权,25.35,-0.14,-0.55,25.49,25.57,25.61,25.28,1.29%,1120017,2566705453,,NASDAQ,145.0
SEAS,"SeaWorld Entertainment, Inc.","SeaWorld Entertainment, Inc.",,32.91,1.2,3.78,31.71,31.75,32.98,31.75,3.88%,1164295,2562443127,24.74435999,NYSE,879.0
FRO,Frontline Ltd.,Frontline Ltd.,,12.94,0.08,0.62,12.86,12.85,12.99,12.85,1.13%,864774,2542885990,39.21211838,NYSE,790.0
AVP,"Avon Products, Inc.",美国雅芳产品有限公司,化妆品/护理,5.65,0.01,0.18,5.64,5.64,5.68,5.47,3.72%,19860888,2498598850,-40.35714337,NYSE,54.0
VET,"Vermilion Energy, Inc.","Vermilion Energy, Inc.",,16.15,-0.21,-1.28,16.36,16.46,16.53,16.07,2.78%,825606,2490250131,9.1761362,NYSE,710.0
LPSN,"LivePerson, Inc.","LivePerson, Inc.",软件,37.36,0.36,0.97,37.0,37.48,37.65,37.07,1.57%,742956,2481112216,-30.87603259,NASDAQ,14.0
CRON,"Cronos Group, Inc.","Cronos Group, Inc.",,7.36,-0.31,-4.04,7.67,7.92,7.96,7.23,9.52%,12663756,2467378615,1.96791447,NASDAQ,
EWU,iShares MSCI United Kingdom ETF,英国ETF-iShares MSCI,资产配置,34.15,0.05,0.15,34.1,34.1,34.18,33.98,0.57%,1973138,2461539386,20.44910324,NYSE,166.0
CAR,"Avis Budget Group, Inc.",安飞士,商业服务,33.33,1.09,3.38,32.24,32.55,33.44,32.22,3.78%,1315489,2446204671,14.49130544,NASDAQ,16.0
YELP,"Yelp, Inc.",Yelp,媒体内容,34.77,-0.06,-0.17,34.83,35.0,35.25,34.41,2.43%,684156,2444774152,48.97183311,NYSE,702.0
ICSH,iShares Ultra Short-Term Bond ETF,iShares Ultra Short-Term Bond ETF,股权,50.34,0.01,0.01,50.33,50.33,50.34,50.33,0.02%,944437,2441505573,,NYSE,145.0
WCC,"WESCO International, Inc.",西科国际有限公司,"销售/批发
",58.88,-0.51,-0.86,59.39,60.0,60.0,58.2,3.03%,1567747,2440073760,11.32307754,NYSE,256.0
FOLD,"Amicus Therapeutics, Inc.",爱美医疗,生物技术和制药,9.55,-0.19,-1.95,9.74,9.82,9.82,9.49,3.39%,2403283,2439805644,-6.08280247,NASDAQ,700.0
PINC,"Premier, Inc. (North Carolina)","Premier, Inc. (North Carolina)",,36.43,-1.45,-3.83,37.88,37.95,38.1,36.27,4.83%,684329,2424497847,1.60131869,NASDAQ,
CXP,"Columbia Property Trust, Inc.","Columbia Property Trust, Inc.",,20.69,-0.22,-1.05,20.91,21.03,21.03,20.51,2.49%,693406,2416886777,-413.80000452,NYSE,
ARQL,"ArQule, Inc.","ArQule, Inc.",生物技术和制药,19.98,0.02,0.1,19.96,19.96,20.0,19.93,0.35%,4623757,2413948154,-58.76470392,NASDAQ,700.0
CPG,Crescent Point Energy Corp.,Crescent Point Energy Corp.,,4.48,0.01,0.22,4.47,4.53,4.6,4.46,3.13%,1663127,2411316936,-1.30612243,NYSE,710.0
IVR,"Invesco Mortgage Capital, Inc.",景顺抵押资本,房地产信托投资基金,16.81,0.16,0.96,16.65,16.64,16.83,16.58,1.50%,1261982,2396217591,120.07142425,NYSE,227.0
SCS,"Steelcase, Inc.","Steelcase, Inc.",,20.42,-0.04,-0.2,20.46,20.64,20.64,20.22,2.05%,1055858,2390920592,15.70769294,NYSE,743.0
AEO,"American Eagle Outfitters, Inc.",美国鹰君服饰公司,,14.25,-0.31,-2.15,14.56,14.73,14.73,14.12,4.19%,4662175,2380356839,9.31372566,NYSE,712.0
PSEC,Prospect Capital Corp.,普罗斯佩克特资本,"投资公司
",6.48,0.04,0.62,6.44,6.47,6.5,6.46,0.62%,1726700,2379089926,30.85714391,NASDAQ,261.0
WW,"WW International, Inc.",慧优体,,35.37,-2.84,-7.43,38.21,38.64,38.64,34.7,10.31%,3953796,2373759538,17.68499947,NASDAQ,
PS,"Pluralsight, Inc.","Pluralsight, Inc.",,17.0,-0.21,-1.22,17.21,17.42,17.51,16.95,3.25%,1027083,2364169512,-15.31531512,NASDAQ,
MTH,Meritage Homes Corp.,Meritage Homes Corp.,房屋建筑商,61.49,0.38,0.62,61.11,61.6,62.01,60.84,1.91%,671629,2345050618,10.69391334,NYSE,110.0
LGF.A,Lions Gate Entertainment Corp.,Lions Gate Entertainment Corp.,,10.81,0.15,1.41,10.66,10.72,10.87,10.52,3.28%,1045470,2342475100,-12.56976772,NYSE,
ESRT,"Empire State Realty Trust, Inc.","Empire State Realty Trust, Inc.",,13.66,-0.3,-2.15,13.96,14.0,14.0,13.56,3.15%,945051,2341170125,42.68750048,NYSE,
TMHC,Taylor Morrison Home Corp.,Taylor Morrison Home Corp.,,21.99,0.13,0.59,21.86,21.93,22.09,21.69,1.83%,1219306,2320512509,11.27692268,NYSE,
SSRM,"SSR Mining, Inc.","SSR Mining, Inc.",,18.97,-0.29,-1.51,19.26,19.4,19.41,18.33,5.61%,1025370,2318627193,67.74999726,NASDAQ,
CADE,Cadence Bancorporation,Cadence Bancorporation,,18.14,0.01,0.06,18.13,18.2,18.24,17.93,1.74%,881220,2309030482,11.70322577,NYSE,
AGI,"Alamos Gold, Inc.","Alamos Gold, Inc.",,5.93,-0.09,-1.5,6.02,6.13,6.14,5.89,4.15%,1924876,2307159453,-197.66666536,NYSE,717.0
FG,FGL Holdings,FGL Holdings,,10.48,-0.17,-1.6,10.65,10.61,10.68,10.39,2.68%,1175318,2306382406,21.83333287,NYSE,
MD,"MEDNAX, Inc.","MEDNAX, Inc.",卫生保健设施,27.49,-0.3,-1.08,27.79,27.89,27.9,26.89,3.62%,736502,2301346365,-1.57355471,NYSE,692.0
STNG,"Scorpio Tankers, Inc.","Scorpio Tankers, Inc.",,39.69,0.35,0.89,39.34,39.34,40.09,39.2,2.26%,1159622,2293136255,-24.34969248,NYSE,790.0
FBP,First BanCorp (Puerto Rico),第一万能金控,银行,10.54,-0.05,-0.47,10.59,10.65,10.67,10.49,1.65%,736519,2292050788,9.94339673,NYSE,61.0
ACB,"Aurora Cannabis, Inc.",极光大麻,,2.02,-0.14,-6.48,2.16,2.25,2.27,2.02,11.57%,31998861,2275213995,-6.733333,NYSE,
IAGG,iShares Core International Aggregate Bond ETF,iShares Core International Aggregate Bond ETF,,54.97,0.18,0.33,54.79,54.9,54.98,54.82,0.29%,874161,2271115134,,AMEX,
EPZM,"Epizyme, Inc.","Epizyme, Inc.",生物技术和制药,24.9,0.3,1.22,24.6,25.13,25.26,23.0,9.19%,2206931,2267740175,-15.46583813,NASDAQ,700.0
BEST,"BEST, Inc. (China)",百世集团,包装容器,5.88,0.32,5.76,5.56,5.53,5.88,5.53,6.29%,1328925,2263176019,-58.80000027,NYSE,65.0
CLNY,"Colony Capital, Inc.",科勒尼不动产,,4.69,-0.06,-1.26,4.75,4.76,4.77,4.61,3.27%,2040938,2263155225,-1.47484275,NYSE,726.0
HTZ,"Hertz Global Holdings, Inc.",赫兹,商业服务,16.07,0.32,2.03,15.75,16.06,16.2,15.72,3.08%,2379483,2259739746,-17.46739066,NYSE,16.0
KOS,Kosmos Energy Ltd.,Kosmos Energy Ltd.,油气,5.65,-0.05,-0.88,5.7,5.77,5.8,5.54,4.56%,4042500,2250497014,14.48718026,NYSE,76.0
UE,Urban Edge Properties,Urban Edge Properties,,18.57,-0.61,-3.18,19.18,19.33,19.34,18.43,4.74%,1146200,2246262403,19.54736835,NYSE,
UTF,"Cohen & Steers Infrastructure Fund, Inc.","Cohen & Steers Infrastructure Fund, Inc.",股权,26.01,-0.19,-0.73,26.2,26.13,26.15,26.0,0.57%,770944,2225985153,14.37016633,NYSE,145.0
BZUN,"Baozun, Inc.",宝尊电商,,35.74,2.62,7.91,33.12,33.99,35.74,33.77,5.95%,1659038,2222868717,44.12345873,NASDAQ,
SHAK,"Shake Shack, Inc.","Shake Shack, Inc.",,61.13,1.56,2.62,59.57,59.89,61.62,59.19,4.08%,1012807,2221711961,89.89705945,NYSE,
PMT,PennyMac Mortgage Investment Trust,PennyMac Mortgage Investment Trust,,22.22,-0.07,-0.31,22.29,22.32,22.35,22.02,1.48%,1112217,2219031240,8.51341004,NYSE,726.0
QLD,ProShares Ultra QQQ,纳斯达克100指数ETF-ProShares两倍做多,股权,125.89,4.0,3.28,121.89,123.91,125.91,123.47,2.00%,935390,2210898140,1.91876236,NYSE,145.0
DRH,DiamondRock Hospitality Co.,DiamondRock Hospitality Co.,,11.02,-0.06,-0.54,11.08,11.16,11.16,10.97,1.71%,2006455,2209173754,91.8333392,NYSE,729.0
LGF.B,Lions Gate Entertainment Corp.,Lions Gate Entertainment Corp.,,10.16,0.23,2.32,9.93,10.03,10.21,9.81,4.01%,1357383,2202187500,-11.81395311,NYSE,
GNW,"Genworth Financial, Inc.",通用金融公司,保险,4.38,-0.02,-0.45,4.4,4.44,4.44,4.32,2.73%,3216989,2197624688,11.23076994,NYSE,25.0
ACA,"Arcosa, Inc.","Arcosa, Inc.",,45.81,1.26,2.83,44.55,44.78,45.87,44.52,3.03%,600734,2197398975,18.54655905,NYSE,
NMIH,"NMI Holdings, Inc.","NMI Holdings, Inc.",,32.27,-0.91,-2.74,33.18,33.25,33.37,31.54,5.52%,841224,2194086879,13.79059899,NASDAQ,
SFM,"Sprouts Farmers Markets, Inc.","Sprouts Farmers Markets, Inc.",,18.59,-0.76,-3.93,19.35,19.39,19.39,18.52,4.50%,1395382,2190887745,17.21296242,NASDAQ,
EWG,iShares MSCI Germany ETF,德国ETF-iShares MSCI,"债务
",29.88,0.48,1.63,29.4,29.7,29.89,29.7,0.65%,4971288,2187721209,7.14832545,NYSE,348.0
BOX,"Box, Inc.","Box, Inc.",,17.24,0.46,2.74,16.78,16.95,17.24,16.86,2.26%,1470224,2181957779,-18.94505415,NYSE,
TPH,"TRI Pointe Group, Inc.","TRI Pointe Group, Inc.",,15.68,0.1,0.64,15.58,15.7,15.7,15.48,1.41%,1262025,2174883421,11.78947353,NYSE,
WBT,"Welbilt, Inc.","Welbilt, Inc.",,15.39,-0.22,-1.41,15.61,15.69,15.7,15.22,3.07%,1160587,2159826445,34.9772737,NYSE,
SAIL,"SailPoint Technologies Holdings, Inc.","SailPoint Technologies Holdings, Inc.",,23.89,0.29,1.23,23.6,23.78,24.11,23.76,1.48%,749373,2133929686,-238.89999034,NYSE,
CLF,"Cleveland-Cliffs, Inc.",克里夫天然资源公司,,7.84,-0.5,-6.0,8.34,8.44,8.46,7.78,8.15%,19353042,2106655189,2.70344824,NYSE,747.0
AMBA,"Ambarella, Inc.",安霸股份有限公司,半导体,62.76,2.2,3.63,60.56,61.36,62.76,60.54,3.67%,608808,2100240011,-56.5405383,NASDAQ,12.0
GTN,"Gray Television, Inc.",格林电视,媒体,20.89,-0.55,-2.57,21.44,21.56,21.62,20.7,4.29%,716455,2098780069,14.30821839,NYSE,79.0
MTDR,Matador Resources Co.,Matador Resources Co.,,18.15,0.18,1.0,17.97,18.18,18.25,17.97,1.56%,2473238,2097788330,10.55232518,NYSE,710.0
CCXI,"ChemoCentryx, Inc.","ChemoCentryx, Inc.",生物技术和制药,36.44,-3.11,-7.86,39.55,39.57,39.8,35.81,10.09%,853792,2095338659,-39.60869344,NASDAQ,700.0
INSM,"Insmed, Inc.","Insmed, Inc.",生物技术和制药,23.66,-0.22,-0.92,23.88,23.88,24.14,22.98,4.88%,656814,2094216235,-6.49999977,NASDAQ,700.0
SBH,"Sally Beauty Holdings, Inc.",莎莉美容控股公司,,18.02,-0.23,-1.26,18.25,18.28,18.42,17.58,4.60%,1617086,2081188893,7.93832626,NYSE,712.0
HRTX,"Heron Therapeutics, Inc.","Heron Therapeutics, Inc.",,23.18,-0.33,-1.38,23.5,23.67,23.75,22.89,3.64%,1364349,2079739377,-9.30722857,NASDAQ,
IRWD,"Ironwood Pharmaceuticals, Inc.",Ironwood医药,制药,13.26,-0.05,-0.38,13.31,13.39,13.56,13.16,3.01%,1592354,2077838526,-49.11111001,NASDAQ,10.0
MTOR,"Meritor, Inc.",美驰,,26.64,0.45,1.72,26.19,26.33,26.89,25.91,3.74%,3690072,2065318899,7.63323763,NYSE,753.0
BBBY,"Bed Bath & Beyond, Inc.",3B家居,零售,16.33,-0.97,-5.61,17.3,17.43,17.44,16.16,7.40%,6689390,2056064776,-2.83015598,NASDAQ,52.0
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.","Hannon Armstrong Sustainable Infrastructure Capital, Inc.",,31.42,-0.76,-2.36,32.18,32.26,32.4,30.67,5.38%,675900,2056046807,44.88571516,NYSE,729.0
ADNT,Adient plc,Adient plc,,22.1,0.85,4.0,21.25,21.77,22.13,21.39,3.46%,1577359,2052633886,-4.20952388,NYSE,
CXW,"CoreCivic, Inc.","CoreCivic, Inc.",商业服务,17.27,-0.11,-0.63,17.38,17.56,17.61,17.08,3.02%,1558927,2052619529,10.93037974,NYSE,16.0
JPS,Nuveen Preferred & Income Securities Fund,Nuveen Preferred & Income Securities Fund,股权,9.99,-0.04,-0.4,10.03,10.01,10.07,9.99,0.80%,2305708,2047785116,17.52631561,NYSE,145.0
PVG,"Pretium Resources, Inc.","Pretium Resources, Inc.",采矿,11.11,-0.02,-0.18,11.13,11.3,11.37,11.01,3.23%,849137,2039377460,85.46153896,NYSE,2.0
BGCP,"BGC Partners, Inc.","BGC Partners, Inc.",,5.91,-0.03,-0.51,5.94,5.96,5.97,5.83,2.31%,1621905,2033102500,36.93749987,NASDAQ,695.0
MYGN,"Myriad Genetics, Inc.",万基遗传,,27.35,0.12,0.44,27.23,27.37,27.46,26.76,2.57%,864588,2026281940,-130.23810112,NASDAQ,738.0
PTEN,"Patterson-UTI Energy, Inc.","Patterson-UTI Energy, Inc.",,10.49,-0.01,-0.1,10.5,10.67,10.72,10.31,3.86%,2137468,2026134477,-4.00381688,NASDAQ,710.0
DSL,DoubleLine Income Solutions Fund,DoubleLine Income Solutions Fund,股权,19.86,0.1,0.51,19.76,19.81,19.99,19.68,1.57%,734919,2023553268,,NYSE,145.0
SPYD,SPDR S&P 500 High Dividend ETF,SPDR S&P 500 High Dividend ETF,,39.15,-0.31,-0.79,39.46,39.63,39.68,38.99,1.75%,817615,2008397111,,NYSE,
AG,First Majestic Silver Corp.,First Majestic Silver Corp.,,12.22,-0.04,-0.33,12.26,12.42,12.55,12.14,3.34%,3648834,2006171722,-14.3764705,NYSE,717.0
FSLY,"Fastly, Inc.","Fastly, Inc.",,21.5,1.43,7.13,20.07,21.14,21.87,20.83,5.18%,1972345,2006081453,-43.0,NYSE,
KN,Knowles Corp.,Knowles Corp.,,21.46,0.31,1.47,21.15,21.35,21.46,20.97,2.32%,872388,2002960592,18.18644071,NYSE,
PZZA,"Papa John's International, Inc.","Papa John's International, Inc.",,62.8,-0.35,-0.55,63.15,62.89,63.4,61.66,2.76%,805586,1990408063,-125.59999847,NASDAQ,673.0
ROIC,Retail Opportunity Investments Corp.,Retail Opportunity Investments Corp.,房地产信托投资基金,17.19,-0.47,-2.66,17.66,17.69,17.7,17.07,3.57%,861072,1989911442,39.97674476,NASDAQ,227.0
MGY,Magnolia Oil & Gas Corp.,Magnolia Oil & Gas Corp.,,12.63,0.05,0.4,12.58,12.69,12.75,12.52,1.83%,707940,1985447748,42.09999871,NYSE,
GEO,"The GEO Group, Inc.",地缘,,16.58,-0.03,-0.18,16.61,16.7,16.7,16.41,1.74%,1075859,1975309856,12.19117629,NYSE,729.0
KRE,SPDR S&P Regional Banking ETF,区域银行指数ETF-SPDR KBW,股权,58.41,0.16,0.27,58.25,58.46,58.47,57.77,1.20%,3794537,1972290356,5.70967766,NYSE,145.0
VGR,Vector Group Ltd.,Vector Group Ltd.,农业,13.33,-0.06,-0.45,13.39,13.47,13.51,13.25,1.95%,916268,1964129148,19.04285736,NYSE,159.0
CVA,Covanta Holding Corp.,卡万塔控股,,14.9,0.06,0.4,14.84,14.9,14.93,14.61,2.12%,892783,1947179899,297.99998793,NYSE,755.0
PDCO,"Patterson Cos., Inc.",帕特森公司,卫生保健设施,20.43,-0.05,-0.24,20.48,20.5,20.66,20.14,2.55%,1013210,1945987593,34.04999916,NASDAQ,692.0
KTOS,"Kratos Defense & Security Solutions, Inc.",克瑞拓斯安全防卫,,18.41,0.41,2.25,18.01,18.06,18.44,18.02,2.33%,776289,1941552930,131.53572027,NASDAQ,734.0
CTRE,"CareTrust REIT, Inc.","CareTrust REIT, Inc.",,20.19,-0.44,-2.13,20.63,20.63,20.64,20.04,2.92%,711998,1927868293,42.95744805,NASDAQ,
REET,iShares Global REIT ETF,iShares 环球房地产投资信托 ETF,,27.32,-0.3,-1.09,27.62,27.68,27.68,27.25,1.56%,1899653,1917846095,,NYSE,
BLMN,"Bloomin' Brands, Inc.","Bloomin' Brands, Inc.",零售,22.1,0.03,0.14,22.07,22.18,22.24,21.55,3.13%,681503,1915377506,17.68000031,NASDAQ,52.0
FXO,First Trust Financials AlphaDEX Fund,First Trust Financials AlphaDEX Fund,股权,33.58,0.07,0.21,33.51,33.61,33.61,33.37,0.72%,1358899,1907279507,,NYSE,145.0
LADR,Ladder Capital Corp.,Ladder Capital Corp.,,17.9,-0.14,-0.78,18.04,18.05,18.07,17.76,1.72%,686683,1906887803,17.54901956,NYSE,726.0
SPTL,SPDR Portfolio Long Term Treasury ETF,SPDR Portfolio Long Term Treasury ETF,,39.35,0.48,1.23,38.87,39.29,39.48,39.24,0.60%,1525584,1892872012,,AMEX,
CHNG,"Change Healthcare, Inc.",改变医疗保健公司,,16.02,-0.37,-2.26,16.39,16.48,16.68,15.89,4.82%,791101,1892128653,-13.69230859,NASDAQ,
MWA,"Mueller Water Products, Inc.","Mueller Water Products, Inc.",金属构造/部件,12.0,0.02,0.17,11.98,12.02,12.04,11.94,0.83%,777179,1887814126,29.99999955,NYSE,101.0
